article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
100072437,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-11-05,"Detailed lists, results, guides",1060,N,1,https://nla.gov.au/nla.news-article100072437,http://trove.nla.gov.au/newspaper/page/10688057
100072829,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1915-09-17,"Detailed lists, results, guides",887,N,0,https://nla.gov.au/nla.news-article100072829,http://trove.nla.gov.au/newspaper/page/10687987
100072939,SPORTING NOTES.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1917-12-21,Article,617,N,0,https://nla.gov.au/nla.news-article100072939,http://trove.nla.gov.au/newspaper/page/10689165
100073237,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-09-05,"Detailed lists, results, guides",1679,N,1,https://nla.gov.au/nla.news-article100073237,http://trove.nla.gov.au/newspaper/page/10688481
100073333,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1916-08-11,"Detailed lists, results, guides",1614,N,0,https://nla.gov.au/nla.news-article100073333,http://trove.nla.gov.au/newspaper/page/10688447
100073364,Narandera Beys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-05-04,Article,2074,N,7,https://nla.gov.au/nla.news-article100073364,http://trove.nla.gov.au/newspaper/page/10688820
100073411,Narrandera Boys at the Front.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1916-05-09,"Detailed lists, results, guides",1931,N,4,https://nla.gov.au/nla.news-article100073411,http://trove.nla.gov.au/newspaper/page/10688309
100073504,Narandera Boys at the ront,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-12-28,"Detailed lists, results, guides",1626,N,2,https://nla.gov.au/nla.news-article100073504,http://trove.nla.gov.au/newspaper/page/10689173
100073669,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1917-04-17,"Detailed lists, results, guides",2034,N,0,https://nla.gov.au/nla.news-article100073669,http://trove.nla.gov.au/newspaper/page/10688796
100074317,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1918-06-25,"Detailed lists, results, guides",1714,N,0,https://nla.gov.au/nla.news-article100074317,http://trove.nla.gov.au/newspaper/page/10689421
100075022,"THE RANT MILLION, PUBLISHED BY SPECIAL ARRANGEMENT. [COPYRIGHT.] CHAPTER XII-(Continued).",431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),3,1919-02-07,Article,3974,N,0,https://nla.gov.au/nla.news-article100075022,http://trove.nla.gov.au/newspaper/page/10689738
100075079,"POLICE COURT. Tuesday, January 20. Before Mr. M. J. McMahon. P.M.",431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1920-01-23,Article,105,N,0,https://nla.gov.au/nla.news-article100075079,http://trove.nla.gov.au/newspaper/page/10690226
100078408,THE RANT MILLION PUBLISHED BY SPECIAL ARRANGEMENT. [COPYRIGHT.] CHAPTER XXIII -(Continued),431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),3,1919-04-04,Article,824,N,0,https://nla.gov.au/nla.news-article100078408,http://trove.nla.gov.au/newspaper/page/10689820
100080441,COLINROOBIE WAR CHEST.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1918-07-09,Article,320,N,0,https://nla.gov.au/nla.news-article100080441,http://trove.nla.gov.au/newspaper/page/10689439
10008069,Advertising,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",3,1906-06-26,Advertising,10306,N,0,https://nla.gov.au/nla.news-article10008069,http://trove.nla.gov.au/newspaper/page/344570
100082588,THE RANT MILLION. PUBLISHED BY SPECIAL ARRANGEMENT [COPYRIGHT.] CHAPTER III—(Continued),431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1918-12-31,Article,4007,N,0,https://nla.gov.au/nla.news-article100082588,http://trove.nla.gov.au/newspaper/page/10689682
100083107,SUB SYDNEY LETTER. The P[?]ing Bill.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1919-11-28,Article,1100,N,0,https://nla.gov.au/nla.news-article100083107,http://trove.nla.gov.au/newspaper/page/10690161
100084337,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1918-02-26,"Detailed lists, results, guides",1617,N,2,https://nla.gov.au/nla.news-article100084337,http://trove.nla.gov.au/newspaper/page/10689256
100084560,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1918-01-29,"Detailed lists, results, guides",1633,N,3,https://nla.gov.au/nla.news-article100084560,http://trove.nla.gov.au/newspaper/page/10689216
100084565,A. J. C. RACES.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1918-01-29,Article,526,N,0,https://nla.gov.au/nla.news-article100084565,http://trove.nla.gov.au/newspaper/page/10689214
100084638,Narandera Boys at the Front.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1918-06-04,"Detailed lists, results, guides",1694,N,1,https://nla.gov.au/nla.news-article100084638,http://trove.nla.gov.au/newspaper/page/10689391
100085598,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),4,1918-01-08,"Detailed lists, results, guides",1624,N,2,https://nla.gov.au/nla.news-article100085598,http://trove.nla.gov.au/newspaper/page/10689186
100085767,CRICKET. Narandera v. Hay.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1918-02-12,"Detailed lists, results, guides",252,N,0,https://nla.gov.au/nla.news-article100085767,http://trove.nla.gov.au/newspaper/page/10689234
100086372,"THE RANT MILLION, PUBLISHED BY SPECIAL ARRANGEMENT. [COPYRIGHT.] CHAPTER I-(Continued).",431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),3,1918-12-20,Article,4086,N,0,https://nla.gov.au/nla.news-article100086372,http://trove.nla.gov.au/newspaper/page/10689671
100086704,THE RANT MILLION. PUBLISHED BY SPECIAL ARRANGEMENT [COPYRIGHT.] CHAPTER XIV.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),3,1919-02-14,Article,4162,N,0,https://nla.gov.au/nla.news-article100086704,http://trove.nla.gov.au/newspaper/page/10689748
100087490,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1918-11-15,"Detailed lists, results, guides",1760,N,0,https://nla.gov.au/nla.news-article100087490,http://trove.nla.gov.au/newspaper/page/10689625
100087526,Narandera Boys at the Front,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1918-04-26,"Detailed lists, results, guides",1662,N,0,https://nla.gov.au/nla.news-article100087526,http://trove.nla.gov.au/newspaper/page/10689337
100087922,RAILWAY PORTER FINED ON TWO CHARGES,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-05-01,Article,614,N,0,https://nla.gov.au/nla.news-article100087922,http://trove.nla.gov.au/newspaper/page/9579824
100088085,GENERAL SOCIAL JOTTINGS,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-02-07,Article,825,N,2,https://nla.gov.au/nla.news-article100088085,http://trove.nla.gov.au/newspaper/page/9579462
100088336,DEATH YESTERDAY OF HON. M. E. MANFRED,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-02-26,Article,615,N,0,https://nla.gov.au/nla.news-article100088336,http://trove.nla.gov.au/newspaper/page/9579537
100088454,Heavy Fines For Overloading,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-06-06,Article,137,N,1,https://nla.gov.au/nla.news-article100088454,http://trove.nla.gov.au/newspaper/page/9580010
100088514,REQUEST TO REDS,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-04-05,Article,47,N,0,https://nla.gov.au/nla.news-article100088514,http://trove.nla.gov.au/newspaper/page/9579705
100088529,Advertising,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-04-05,Advertising,3352,N,0,https://nla.gov.au/nla.news-article100088529,http://trove.nla.gov.au/newspaper/page/9579707
100088542,Jesse James' Film,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-04-05,Article,85,N,0,https://nla.gov.au/nla.news-article100088542,http://trove.nla.gov.au/newspaper/page/9579704
100088552,JIMMY CARLTON DEAD,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-04-05,Article,149,N,0,https://nla.gov.au/nla.news-article100088552,http://trove.nla.gov.au/newspaper/page/9579706
100088811,Magnolia Satin For Bridal Gown,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-01-24,Article,369,N,0,https://nla.gov.au/nla.news-article100088811,http://trove.nla.gov.au/newspaper/page/9579402
100088892,CHILDREN FAVOUR PLAY CENTRE,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-01-04,Article,184,N,0,https://nla.gov.au/nla.news-article100088892,http://trove.nla.gov.au/newspaper/page/9579313
100089301,Honeymoon On North Coast,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-04-24,Article,246,N,0,https://nla.gov.au/nla.news-article100089301,http://trove.nla.gov.au/newspaper/page/9579791
100089305,Engagements Announced,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-04-24,Article,128,N,0,https://nla.gov.au/nla.news-article100089305,http://trove.nla.gov.au/newspaper/page/9579791
100089396,U.S. Senators' Friendship For Russians,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-02-09,Article,103,N,0,https://nla.gov.au/nla.news-article100089396,http://trove.nla.gov.au/newspaper/page/9579471
100089428,TENNIS RESULTS DIVISION 1,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-06-04,"Detailed lists, results, guides",285,N,0,https://nla.gov.au/nla.news-article100089428,http://trove.nla.gov.au/newspaper/page/9579996
100089633,INTER. RESULTS COUNTRY,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-01-25,"Detailed lists, results, guides",663,N,0,https://nla.gov.au/nla.news-article100089633,http://trove.nla.gov.au/newspaper/page/9579403
100090075,N. GOULBURN TRAGEDY £247 Subscribed,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-03-19,"Detailed lists, results, guides",497,N,0,https://nla.gov.au/nla.news-article100090075,http://trove.nla.gov.au/newspaper/page/9579635
100090237,Family Notices,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-04-02,Family Notices,384,N,5,https://nla.gov.au/nla.news-article100090237,http://trove.nla.gov.au/newspaper/page/9579689
100090262,APPRENTICES SCORE AT LOCAL RACES,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-03-26,"Detailed lists, results, guides",760,N,0,https://nla.gov.au/nla.news-article100090262,http://trove.nla.gov.au/newspaper/page/9579660
100090393,SCHOOL EXAMS.,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-06-26,"Detailed lists, results, guides",87,N,0,https://nla.gov.au/nla.news-article100090393,http://trove.nla.gov.au/newspaper/page/9580113
100090565,Fines For 3 Drivers,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-02-13,Article,365,N,0,https://nla.gov.au/nla.news-article100090565,http://trove.nla.gov.au/newspaper/page/9579481
100090822,MODERN METHOD WON THE DAY,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-05-09,Article,103,N,0,https://nla.gov.au/nla.news-article100090822,http://trove.nla.gov.au/newspaper/page/9579868
100090965,SPORT NEWS Local Men In 1909 Cycle Ride... Yass And 'Flat' Get R.L. Coaches.,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-03-29,Article,526,N,0,https://nla.gov.au/nla.news-article100090965,http://trove.nla.gov.au/newspaper/page/9579679
100091129,FLOWER SHOW HELD AT COLLECTOR,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-04-19,"Detailed lists, results, guides",1038,N,0,https://nla.gov.au/nla.news-article100091129,http://trove.nla.gov.au/newspaper/page/9579766
100091636,FROM EVERYWHERE Crossfire,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-01-18,Article,437,N,0,https://nla.gov.au/nla.news-article100091636,http://trove.nla.gov.au/newspaper/page/9579374
10009164,BOWLS. FOUR-RINK COMPETITION. SECTION A.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1906-02-19,"Detailed lists, results, guides",1269,N,0,https://nla.gov.au/nla.news-article10009164,http://trove.nla.gov.au/newspaper/page/343847
100091807,Britain Will Not Stand Idle Tension Grows In Persia,369,Goulburn Evening Post (NSW : 1940 - 1954),5 S,1951-06-21,Article,853,N,0,https://nla.gov.au/nla.news-article100091807,http://trove.nla.gov.au/newspaper/page/9580092
100091955,LOCAL BOYS IN G.P.S. REGATTA,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-04-16,Article,98,N,2,https://nla.gov.au/nla.news-article100091955,http://trove.nla.gov.au/newspaper/page/9579750
100092117,FROM EVERYWHERE Application Refused.,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-02-08,Article,485,N,0,https://nla.gov.au/nla.news-article100092117,http://trove.nla.gov.au/newspaper/page/9579464
100092185,RESULTS OF WINTER TENNIS PLAY,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-06-25,"Detailed lists, results, guides",928,N,0,https://nla.gov.au/nla.news-article100092185,http://trove.nla.gov.au/newspaper/page/9580105
100092408,TWO NEW BOWLERS FOR M.C.C. TEAM,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-01-09,Article,160,N,0,https://nla.gov.au/nla.news-article100092408,http://trove.nla.gov.au/newspaper/page/9579336
100092419,Two Fined For Overloading,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-01-09,Article,109,N,0,https://nla.gov.au/nla.news-article100092419,http://trove.nla.gov.au/newspaper/page/9579331
100092511,GOULBURN MAN HONOURED,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-04-11,Article,176,N,0,https://nla.gov.au/nla.news-article100092511,http://trove.nla.gov.au/newspaper/page/9579730
100092542,"ONE KILLED, ONE HURT IN SOUTHERN SHOOTING ACCIDENTS",369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-01-01,Article,435,N,0,https://nla.gov.au/nla.news-article100092542,http://trove.nla.gov.au/newspaper/page/9579297
100093202,FROM EVERYWHERE Show Hot Water.,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-02-16,Article,809,N,1,https://nla.gov.au/nla.news-article100093202,http://trove.nla.gov.au/newspaper/page/9579500
10009330,"WEDNESDAY, NOVEMBER 1, 1965.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6,1905-11-01,Article,7955,N,6,https://nla.gov.au/nla.news-article10009330,http://trove.nla.gov.au/newspaper/page/342210
100093397,Advertising,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-01-22,Advertising,2845,N,0,https://nla.gov.au/nla.news-article100093397,http://trove.nla.gov.au/newspaper/page/9579388
100093459,BRITISH EVACUATION OF PERSIA,369,Goulburn Evening Post (NSW : 1940 - 1954),5 S,1951-06-27,Article,818,N,0,https://nla.gov.au/nla.news-article100093459,http://trove.nla.gov.au/newspaper/page/9580122
100093612,Advertising,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-04-04,Advertising,3523,N,0,https://nla.gov.au/nla.news-article100093612,http://trove.nla.gov.au/newspaper/page/9579701
100093741,OBITUARY MR. T. CONNOLLY,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-05-15,Article,668,N,1,https://nla.gov.au/nla.news-article100093741,http://trove.nla.gov.au/newspaper/page/9579893
100093894,"SOAP BOX DERBY ""FEVER"" GROWING",369,Goulburn Evening Post (NSW : 1940 - 1954),5 S,1951-04-23,Article,597,N,1,https://nla.gov.au/nla.news-article100093894,http://trove.nla.gov.au/newspaper/page/9579786
100093976,ABSORBING RITZ THEATRE FILM,369,Goulburn Evening Post (NSW : 1940 - 1954),8 S,1951-05-23,Article,155,N,0,https://nla.gov.au/nla.news-article100093976,http://trove.nla.gov.au/newspaper/page/9579941
100094391,SPORT NEWS Brotherly Love Was Lacking.. More Cricket Umpires Wanted..,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-05-31,Article,575,N,0,https://nla.gov.au/nla.news-article100094391,http://trove.nla.gov.au/newspaper/page/9579979
100094595,WORLD UNREST PREDOMINATES DURING 1950,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-01-02,Article,1572,N,0,https://nla.gov.au/nla.news-article100094595,http://trove.nla.gov.au/newspaper/page/9579302
100095028,ODEON WESTERN,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-04-09,Article,146,N,0,https://nla.gov.au/nla.news-article100095028,http://trove.nla.gov.au/newspaper/page/9579717
100095113,FROM EVERYWHERE Night Carnival.,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-06-22,Article,339,N,0,https://nla.gov.au/nla.news-article100095113,http://trove.nla.gov.au/newspaper/page/9580099
100095178,Advertising,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-01-19,Advertising,3213,N,0,https://nla.gov.au/nla.news-article100095178,http://trove.nla.gov.au/newspaper/page/9579382
100095223,AT THE ODEON,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-04-06,Article,97,N,0,https://nla.gov.au/nla.news-article100095223,http://trove.nla.gov.au/newspaper/page/9579711
100095389,GENERAL SOCIAL JOTTINGS,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-01-10,Article,851,N,2,https://nla.gov.au/nla.news-article100095389,http://trove.nla.gov.au/newspaper/page/9579342
100095390,FIGURED SATIN FOR THE BRIDE,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-01-10,Article,412,N,0,https://nla.gov.au/nla.news-article100095390,http://trove.nla.gov.au/newspaper/page/9579342
100095405,RAY BLADWELL ON DEPARTURE FROM GOULBURN,369,Goulburn Evening Post (NSW : 1940 - 1954),6 S,1951-01-10,Article,445,N,0,https://nla.gov.au/nla.news-article100095405,http://trove.nla.gov.au/newspaper/page/9579342
10009545,"SANDOWN-PARK RACING CLUB HANDICAPS. SATURDAY, APRIL 28.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1906-04-26,Article,537,N,0,https://nla.gov.au/nla.news-article10009545,http://trove.nla.gov.au/newspaper/page/343312
100095617,FROM EVERYWHERE District Conference.,369,Goulburn Evening Post (NSW : 1940 - 1954),4 S,1951-06-29,Article,483,N,0,https://nla.gov.au/nla.news-article100095617,http://trove.nla.gov.au/newspaper/page/9580137
100095933,BETTE DAVIS AT RITZ,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-05-22,Article,165,N,0,https://nla.gov.au/nla.news-article100095933,http://trove.nla.gov.au/newspaper/page/9579929
100096209,"JOAN FONTAINE ""FREE"" AGAIN",369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-01-26,Article,72,N,0,https://nla.gov.au/nla.news-article100096209,http://trove.nla.gov.au/newspaper/page/9579411
100096384,St. Patrick's Old Boys' Re-union,369,Goulburn Evening Post (NSW : 1940 - 1954),3 S,1951-06-13,Article,426,N,0,https://nla.gov.au/nla.news-article100096384,http://trove.nla.gov.au/newspaper/page/9580046
100096410,OVER £900 RAISED BY APEX DERBY Bowral Car Scoops Pool 4000 PEOPLE LINE COURSE,369,Goulburn Evening Post (NSW : 1940 - 1954),1 S,1951-04-26,"Detailed lists, results, guides",1188,N,1,https://nla.gov.au/nla.news-article100096410,http://trove.nla.gov.au/newspaper/page/9579802
100096549,PERSONAL,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-01-12,Article,44,N,1,https://nla.gov.au/nla.news-article100096549,http://trove.nla.gov.au/newspaper/page/9579350
100096610,AUSTRALIAN OFFICER HONOURED,369,Goulburn Evening Post (NSW : 1940 - 1954),5 S,1951-05-02,Article,116,N,0,https://nla.gov.au/nla.news-article100096610,http://trove.nla.gov.au/newspaper/page/9579834
100096642,GENERAL SOCIAL JOTTINGS,369,Goulburn Evening Post (NSW : 1940 - 1954),2 S,1951-05-02,Article,715,N,0,https://nla.gov.au/nla.news-article100096642,http://trove.nla.gov.au/newspaper/page/9579831
100096839,"[Selections by ""WATERLOO""]",368,Goulburn Evening Penny Post (NSW : 1881 - 1940),8 S,1939-04-21,"Detailed lists, results, guides",86,N,0,https://nla.gov.au/nla.news-article100096839,http://trove.nla.gov.au/newspaper/page/9855403
100096842,GREYHOUND RACING Show Club to Resume Operation on Saturday SEVEN EVENTS,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),8 S,1939-04-21,"Detailed lists, results, guides",174,N,0,https://nla.gov.au/nla.news-article100096842,http://trove.nla.gov.au/newspaper/page/9855403
100097059,Advertising,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),6 S,1939-02-03,Advertising,3177,N,0,https://nla.gov.au/nla.news-article100097059,http://trove.nla.gov.au/newspaper/page/9854968
100097068,HOYTS RITZ Three Night Programme,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),2 S,1939-02-03,Article,606,N,0,https://nla.gov.au/nla.news-article100097068,http://trove.nla.gov.au/newspaper/page/9854964
100097216,Advertising,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),6 S,1939-06-22,Advertising,2456,N,0,https://nla.gov.au/nla.news-article100097216,http://trove.nla.gov.au/newspaper/page/9855753
100097375,No Easy Task Directors And Actors,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),3 S,1939-04-04,Article,265,N,0,https://nla.gov.au/nla.news-article100097375,http://trove.nla.gov.au/newspaper/page/9855303
100098022,SEEN BEHIND THE SCREENS Hollywood Releases For Next Six Months Filmfare Has Been More Than Up To Standard Is Claim Of Producers,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),3 S,1939-05-17,Article,787,N,0,https://nla.gov.au/nla.news-article100098022,http://trove.nla.gov.au/newspaper/page/9855542
100099010,Advertising,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),6 S,1939-06-23,Advertising,3446,N,1,https://nla.gov.au/nla.news-article100099010,http://trove.nla.gov.au/newspaper/page/9855761
100099060,HAL ROACHE'S DISCOVERY,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),3 S,1939-01-31,Article,101,N,0,https://nla.gov.au/nla.news-article100099060,http://trove.nla.gov.au/newspaper/page/9854941
100099743,Advertising,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),2 S,1939-04-05,Advertising,1013,N,0,https://nla.gov.au/nla.news-article100099743,http://trove.nla.gov.au/newspaper/page/9855310
100099825,PERSONAL,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),4 S,1939-02-23,Article,241,N,0,https://nla.gov.au/nla.news-article100099825,http://trove.nla.gov.au/newspaper/page/9855078
100099967,From Everywhere Traffic Case.,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),4 S,1939-01-09,Article,514,N,0,https://nla.gov.au/nla.news-article100099967,http://trove.nla.gov.au/newspaper/page/9854816
10010016,Advertising,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",1,1906-01-19,Advertising,22980,N,1,https://nla.gov.au/nla.news-article10010016,http://trove.nla.gov.au/newspaper/page/343174
100100773,ATHLETIC CHAMPIONSHIPS Brian Dunn Unplaced In 220 Yards State Title BOOT WINS HALF MILE,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),7 S,1939-02-13,"Detailed lists, results, guides",386,N,0,https://nla.gov.au/nla.news-article100100773,http://trove.nla.gov.au/newspaper/page/9855017
100101908,GREYHOUND RACING Draw For Saturday,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),7 S,1939-01-13,Article,176,N,0,https://nla.gov.au/nla.news-article100101908,http://trove.nla.gov.au/newspaper/page/9854851
100101930,"[Selections by ""WATERLOO""]",368,Goulburn Evening Penny Post (NSW : 1881 - 1940),7 S,1939-01-13,"Detailed lists, results, guides",83,N,0,https://nla.gov.au/nla.news-article100101930,http://trove.nla.gov.au/newspaper/page/9854851
100101963,QUEANBEYAN COURSING Draw For Saturday Night,368,Goulburn Evening Penny Post (NSW : 1881 - 1940),8 S,1939-01-13,"Detailed lists, results, guides",168,N,0,https://nla.gov.au/nla.news-article100101963,http://trove.nla.gov.au/newspaper/page/9854852
